year,grade,step,locality_code,annual_rate,source_url
2026,09,05,,59759,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,09,06,,61517,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,09,07,,63275,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,09,08,,65033,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,09,09,,66791,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,09,10,,68549,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,01,,58064,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,02,,59999,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,03,,61934,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,04,,63869,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,05,,65804,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,06,,67739,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,07,,69674,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,08,,71609,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,09,,73544,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,10,10,,75479,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,01,,63795,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,02,,65922,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,03,,68049,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,04,,70176,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,05,,72303,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,06,,74430,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,07,,76557,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,08,,78684,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,09,,80811,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,11,10,,82938,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,01,,76463,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,02,,79012,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,03,,81561,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,04,,84110,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,05,,86659,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,06,,89208,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,07,,91757,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,08,,94306,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,09,,96855,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,12,10,,99404,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,01,,90925,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,02,,93956,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,03,,96987,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,04,,100018,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,05,,103049,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,06,,106080,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,07,,109111,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,08,,112142,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,09,,115173,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,13,10,,118204,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,01,,107446,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,02,,111028,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,03,,114610,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,04,,118192,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,05,,121774,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,06,,125356,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,07,,128938,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,08,,132520,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,09,,136102,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,14,10,,139684,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,01,,126384,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,02,,130597,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,03,,134810,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,04,,139023,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,05,,143236,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,06,,147449,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,07,,151662,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,08,,155875,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,09,,160088,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,15,10,,164301,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/GS.xml
2026,01,01,AK,29892,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,02,AK,30894,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,03,AK,31888,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,04,AK,32878,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,05,AK,33870,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,06,AK,34451,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,07,AK,35434,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,08,AK,36424,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,09,AK,36465,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,01,10,AK,37389,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,01,AK,33610,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,02,AK,34410,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,03,AK,35524,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,04,AK,36465,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,05,AK,36873,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,06,AK,37957,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,07,AK,39041,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,08,AK,40125,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,09,AK,41209,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,02,10,AK,42293,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,01,AK,36674,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,02,AK,37897,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,03,AK,39120,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,04,AK,40343,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,05,AK,41566,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,06,AK,42789,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,07,AK,44012,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,08,AK,45235,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,09,AK,46458,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,03,10,AK,47681,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,01,AK,41168,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,02,AK,42541,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,03,AK,43913,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,04,AK,45286,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,05,AK,46658,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,06,AK,48031,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,07,AK,49403,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,08,AK,50776,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,09,AK,52149,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,04,10,AK,53521,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,01,AK,46060,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,02,AK,47595,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,03,AK,49131,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,04,AK,50666,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,05,AK,52201,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,06,AK,53737,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,07,AK,55272,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,08,AK,56808,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,09,AK,58343,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,05,10,AK,59878,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,01,AK,51344,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,02,AK,53055,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,03,AK,54767,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,04,AK,56478,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,05,AK,58189,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,06,AK,59901,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,07,AK,61612,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,08,AK,63324,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,09,AK,65035,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,06,10,AK,66747,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,01,AK,57055,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,02,AK,58957,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,03,AK,60859,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,04,AK,62761,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,05,AK,64663,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,06,AK,66565,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,07,AK,68467,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,08,AK,70369,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,09,AK,72271,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,07,10,AK,74173,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,01,AK,63186,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,02,AK,65292,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,03,AK,67398,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,04,AK,69504,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,05,AK,71609,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
2026,08,06,AK,73715,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/xml/2026/AK.xml
